,old index,content 1,content 2
0,471,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.35889912  4.47213602  4.5825758   4.69041586  4.89897966  5.
  5.09901953  5.38516474  5.47722578  5.65685415  5.74456263  6.
  6.08276272  6.16441393  6.3245554   6.40312433  6.48074055  6.55743837
  6.63324976  6.92820311  7.          7.07106781  7.28010988  7.48331499
  7.54983425  8.06225777  8.24621105  8.30662346  8.94427204  9.
 10.19803905]","[2.304e+03 1.179e+03 6.060e+02 3.810e+02 2.720e+02 2.570e+02 2.220e+02
 1.660e+02 1.600e+02 1.540e+02 1.180e+02 1.140e+02 1.130e+02 9.100e+01
 8.200e+01 8.100e+01 6.800e+01 6.300e+01 6.200e+01 4.600e+01 4.400e+01
 4.300e+01 4.000e+01 3.600e+01 3.400e+01 3.200e+01 2.700e+01 2.500e+01
 2.300e+01 2.200e+01 1.900e+01 1.800e+01 1.500e+01 1.400e+01 1.100e+01
 1.000e+01 9.000e+00 7.000e+00 6.000e+00 5.000e+00 4.000e+00 3.000e+00
 1.000e+00]"
1,20407,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.19615221  5.38516474  5.65685415  5.74456263  5.83095169  5.91608
  6.          6.08276272  6.16441393  6.3245554   6.40312433  6.63324976
  6.70820379  6.92820311  7.          7.28010988  7.48331499  7.54983425
  8.18535233  8.24621105 10.48808861 13.30413437 15.13274574 16.12451553
 21.0950222  23.08679199]","[2.304e+03 1.778e+03 1.189e+03 7.530e+02 6.110e+02 5.540e+02 4.560e+02
 3.040e+02 2.900e+02 2.830e+02 2.210e+02 2.100e+02 1.420e+02 1.340e+02
 1.270e+02 1.040e+02 9.800e+01 9.700e+01 9.500e+01 6.000e+01 5.800e+01
 4.900e+01 4.200e+01 4.100e+01 3.800e+01 3.700e+01 3.400e+01 2.800e+01
 2.300e+01 2.100e+01 1.500e+01 1.400e+01 1.300e+01 1.200e+01 1.100e+01
 9.000e+00 8.000e+00 7.000e+00 6.000e+00 5.000e+00 4.000e+00 3.000e+00
 2.000e+00 1.000e+00]"
2,9659,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.19615221  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169
  6.          6.08276272  6.16441393  6.3245554   6.40312433  6.48074055
  6.63324976  6.70820379  6.92820311  7.          7.07106781  7.21110249
  7.28010988  7.34846926  7.48331499  7.54983425  7.81024981  7.8740077
  8.06225777  8.24621105  8.30662346  8.48528099  8.77496433  8.83176041
  9.1651516   9.21954441  9.2736187   9.43398094  9.69536018  9.79795933
  9.84885788 10.04987526 10.09950447 10.19803905 10.29563046 10.39230442
 11.3578167  11.57583714 12.40967369 13.45362377 17.02938652]","[2.304e+03 1.856e+03 1.349e+03 9.660e+02 8.290e+02 7.660e+02 6.870e+02
 5.420e+02 5.330e+02 5.250e+02 4.360e+02 4.250e+02 3.460e+02 3.310e+02
 3.220e+02 2.810e+02 2.670e+02 2.610e+02 2.600e+02 2.180e+02 2.150e+02
 2.080e+02 1.950e+02 1.820e+02 1.630e+02 1.610e+02 1.580e+02 1.330e+02
 1.220e+02 1.210e+02 1.110e+02 9.700e+01 9.600e+01 9.200e+01 8.500e+01
 7.900e+01 6.900e+01 6.300e+01 5.700e+01 5.000e+01 4.900e+01 4.500e+01
 4.100e+01 3.800e+01 3.600e+01 3.500e+01 3.300e+01 3.100e+01 2.900e+01
 2.500e+01 2.300e+01 1.800e+01 1.600e+01 1.500e+01 1.300e+01 1.200e+01
 1.100e+01 9.000e+00 8.000e+00 7.000e+00 5.000e+00 4.000e+00 3.000e+00
 2.000e+00 1.000e+00]"
3,20757,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169  6.
  6.16441393  6.3245554   6.40312433  6.63324976  6.70820379  6.92820311
  7.          7.07106781  7.21110249  7.28010988  7.34846926  7.48331499
  7.54983425  8.06225777  8.24621105  8.30662346  8.54400349  8.60232544
  9.          9.21954441 10.19803905 11.31370831 11.57583714 12.08304596
 12.52996445 13.         13.49073792 14.14213562]","[2.304e+03 1.917e+03 1.378e+03 1.003e+03 8.870e+02 8.400e+02 7.650e+02
 5.600e+02 5.460e+02 5.220e+02 4.230e+02 4.050e+02 2.890e+02 2.630e+02
 2.470e+02 2.030e+02 1.810e+02 1.770e+02 1.330e+02 1.290e+02 1.210e+02
 1.090e+02 1.020e+02 9.300e+01 9.100e+01 7.500e+01 6.100e+01 5.800e+01
 5.200e+01 5.000e+01 4.800e+01 4.500e+01 4.400e+01 3.600e+01 3.300e+01
 2.900e+01 2.700e+01 2.400e+01 2.100e+01 1.900e+01 1.500e+01 1.400e+01
 1.300e+01 1.000e+01 8.000e+00 7.000e+00 6.000e+00 5.000e+00 4.000e+00
 3.000e+00 2.000e+00 1.000e+00]"
4,4570,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169  6.
  6.16441393  6.3245554   6.40312433  6.63324976  6.70820379  6.78233004
  7.          7.07106781  7.21110249  7.28010988  7.34846926  7.48331499
  7.54983425  7.81024981  7.8740077   8.1240387   8.24621105  8.36660004
  8.48528099  8.83176041  9.21954441  9.69536018  9.84885788 10.19803905
 10.2469511 ]","[2.304e+03 1.557e+03 1.061e+03 7.410e+02 6.410e+02 6.040e+02 5.430e+02
 4.050e+02 3.910e+02 3.820e+02 3.190e+02 3.060e+02 2.360e+02 2.150e+02
 2.120e+02 1.760e+02 1.640e+02 1.620e+02 1.190e+02 1.140e+02 1.070e+02
 8.600e+01 8.500e+01 7.900e+01 7.700e+01 6.000e+01 5.500e+01 5.200e+01
 4.300e+01 4.200e+01 3.900e+01 3.700e+01 3.600e+01 3.100e+01 2.800e+01
 2.300e+01 1.900e+01 1.500e+01 1.400e+01 1.300e+01 1.000e+01 9.000e+00
 7.000e+00 6.000e+00 5.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
5,10185,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169  6.
  6.16441393  6.3245554   6.63324976  6.70820379  7.          7.28010988
  8.24621105  8.77496433  9.2736187   9.48683262 10.19803905 10.77032948
 12.64911079 13.34166431 14.14213562]","[2.304e+03 1.404e+03 7.330e+02 4.190e+02 3.070e+02 2.750e+02 2.390e+02
 1.720e+02 1.630e+02 1.570e+02 1.260e+02 1.210e+02 9.000e+01 8.500e+01
 8.200e+01 7.200e+01 6.200e+01 5.800e+01 3.800e+01 3.700e+01 3.500e+01
 3.000e+01 2.700e+01 2.600e+01 2.400e+01 1.800e+01 1.400e+01 1.300e+01
 1.200e+01 1.100e+01 9.000e+00 8.000e+00 7.000e+00 6.000e+00 5.000e+00
 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
6,1518,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.19615221  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169
  5.91608     6.          6.08276272  6.16441393  6.3245554   6.40312433
  6.63324976  6.70820379  6.78233004  7.          7.07106781  7.21110249
  7.28010988  7.48331499  7.54983425  7.81024981  7.8740077   8.06225777
  8.24621105  8.36660004  8.54400349  8.71779823  8.83176041  9.21954441
  9.43398094  9.48683262 10.19803905 10.29563046 10.81665421 11.18033981
 11.83216    12.32882786 13.15294647]","[2.304e+03 1.931e+03 1.382e+03 9.230e+02 7.750e+02 7.220e+02 6.030e+02
 4.290e+02 4.130e+02 4.050e+02 3.210e+02 3.100e+02 2.360e+02 2.200e+02
 2.090e+02 1.790e+02 1.650e+02 1.640e+02 1.630e+02 1.240e+02 1.220e+02
 1.200e+02 1.030e+02 9.700e+01 9.600e+01 8.500e+01 8.400e+01 7.800e+01
 6.400e+01 5.600e+01 5.400e+01 4.600e+01 4.500e+01 4.100e+01 4.000e+01
 3.800e+01 2.900e+01 2.500e+01 2.200e+01 2.100e+01 2.000e+01 1.900e+01
 1.600e+01 1.500e+01 1.300e+01 1.200e+01 1.100e+01 1.000e+01 9.000e+00
 8.000e+00 7.000e+00 6.000e+00 5.000e+00 4.000e+00 3.000e+00 2.000e+00
 1.000e+00]"
7,16204,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.19615221  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169
  6.          6.08276272  6.16441393  6.3245554   6.40312433  6.48074055
  6.55743837  6.63324976  6.70820379  6.92820311  7.          7.28010988
  7.48331499  7.6157732   7.68114567  7.81024981  8.06225777  8.24621105
  8.36660004  8.48528099  8.54400349  8.77496433  8.94427204  9.
  9.05538559  9.21954441  9.2736187   9.43398094  9.48683262 10.
 10.04987526 10.19803905 10.72380543 10.95445156 13.15294647 14.0712471 ]","[2.304e+03 1.537e+03 1.169e+03 8.200e+02 7.030e+02 6.630e+02 6.080e+02
 4.750e+02 4.580e+02 4.520e+02 3.800e+02 3.670e+02 2.630e+02 2.460e+02
 2.340e+02 1.920e+02 1.780e+02 1.700e+02 1.690e+02 1.160e+02 1.110e+02
 1.040e+02 9.000e+01 8.300e+01 7.300e+01 7.100e+01 6.600e+01 5.800e+01
 4.900e+01 4.800e+01 4.600e+01 4.300e+01 3.900e+01 3.800e+01 3.600e+01
 3.100e+01 2.900e+01 2.800e+01 2.700e+01 2.500e+01 2.200e+01 2.100e+01
 2.000e+01 1.900e+01 1.700e+01 1.600e+01 1.400e+01 1.300e+01 1.200e+01
 1.100e+01 1.000e+01 9.000e+00 8.000e+00 7.000e+00 6.000e+00 5.000e+00
 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
8,960,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.19615221  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169
  6.          6.08276272  6.16441393  6.3245554   6.40312433  6.55743837
  6.63324976  6.70820379  7.          7.07106781  7.21110249  7.28010988
  7.34846926  7.48331499  7.54983425  7.6157732   7.68114567  7.81024981
  8.06225777  8.1240387   8.24621105  8.30662346  8.71779823  8.94427204
  9.          9.1651516   9.43398094  9.48683262  9.64365101 10.04987526
 10.19803905 10.2469511  10.48808861 10.63014603 10.95445156 11.3578167
 11.70469952 11.87434196 12.16552544 12.32882786 12.36931705 13.03840446
 13.30413437 13.60147095 14.03566837 14.14213562 14.86606884]","[2.304e+03 1.799e+03 1.172e+03 8.070e+02 6.530e+02 6.140e+02 5.320e+02
 3.710e+02 3.610e+02 3.530e+02 2.800e+02 2.720e+02 2.020e+02 1.950e+02
 1.880e+02 1.710e+02 1.660e+02 1.640e+02 1.630e+02 1.260e+02 1.240e+02
 1.230e+02 1.150e+02 1.140e+02 1.090e+02 1.070e+02 1.050e+02 9.100e+01
 8.600e+01 8.400e+01 7.800e+01 7.300e+01 6.800e+01 6.600e+01 6.500e+01
 6.000e+01 5.900e+01 5.400e+01 5.100e+01 5.000e+01 4.900e+01 4.800e+01
 4.700e+01 4.600e+01 4.100e+01 3.900e+01 3.600e+01 3.400e+01 3.100e+01
 3.000e+01 2.500e+01 2.400e+01 2.300e+01 2.100e+01 2.000e+01 1.900e+01
 1.800e+01 1.500e+01 1.400e+01 1.300e+01 1.200e+01 1.100e+01 9.000e+00
 8.000e+00 7.000e+00 6.000e+00 5.000e+00 4.000e+00 3.000e+00 2.000e+00
 1.000e+00]"
9,18706,"[0.         2.         2.23606801 2.82842708 3.         3.1622777
 3.46410155 3.60555124 3.7416575  4.         4.12310553 4.2426405
 4.35889912 4.47213602 4.5825758  4.69041586 4.89897966 5.
 5.09901953 5.38516474 5.47722578 5.65685415 5.74456263 5.83095169
 6.         6.08276272 6.16441393 6.3245554  6.40312433 6.48074055
 6.63324976 6.70820379 6.78233004 6.92820311 7.         7.07106781
 7.21110249 7.28010988 7.34846926 7.48331499 7.54983425 7.81024981
 8.18535233 8.24621105 8.30662346 8.71779823 9.         9.21954441
 9.2736187  9.43398094 9.69536018]","[2.304e+03 1.868e+03 1.346e+03 9.730e+02 8.540e+02 8.010e+02 6.990e+02
 5.130e+02 4.960e+02 4.880e+02 4.050e+02 3.890e+02 3.880e+02 2.910e+02
 2.740e+02 2.660e+02 2.200e+02 1.920e+02 1.860e+02 1.340e+02 1.300e+02
 1.190e+02 1.050e+02 9.600e+01 8.700e+01 8.500e+01 8.100e+01 6.700e+01
 5.200e+01 5.100e+01 4.800e+01 4.400e+01 4.300e+01 4.100e+01 3.700e+01
 3.300e+01 2.900e+01 2.500e+01 2.000e+01 1.800e+01 1.300e+01 1.200e+01
 1.100e+01 1.000e+01 7.000e+00 6.000e+00 5.000e+00 4.000e+00 3.000e+00
 2.000e+00 1.000e+00]"
