,old index,content 1,content 2
0,26693,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169  6.
  6.08276272  6.16441393  6.3245554   6.40312433  6.48074055  6.63324976
  6.70820379  6.92820311  7.          7.07106781  7.21110249  7.28010988
  7.34846926  7.48331499  7.54983425  7.6157732   7.81024981  8.06225777
  8.30662346  8.48528099  8.54400349  8.60232544  8.71779823  9.21954441
  9.38083172 10.48808861 11.04536057 12.04159451 13.60147095 14.17744732
 15.13274574 18.11077118 20.24845695 25.17935753 27.0739727 ]","[2.304e+03 1.400e+03 8.470e+02 6.200e+02 5.220e+02 4.910e+02 4.600e+02
 3.540e+02 3.420e+02 3.320e+02 2.810e+02 2.750e+02 2.080e+02 1.920e+02
 1.900e+02 1.610e+02 1.500e+02 1.450e+02 1.160e+02 1.110e+02 1.070e+02
 9.600e+01 8.900e+01 7.300e+01 7.100e+01 7.000e+01 5.600e+01 5.300e+01
 5.200e+01 4.600e+01 4.400e+01 4.300e+01 4.000e+01 3.800e+01 3.600e+01
 3.200e+01 3.100e+01 2.800e+01 2.400e+01 2.300e+01 2.200e+01 1.900e+01
 1.800e+01 1.700e+01 1.600e+01 1.500e+01 1.400e+01 1.200e+01 1.100e+01
 1.000e+01 9.000e+00 8.000e+00 7.000e+00 6.000e+00 5.000e+00 4.000e+00
 3.000e+00 2.000e+00 1.000e+00]"
1,211,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.19615221  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169
  5.91608     6.          6.08276272  6.16441393  6.3245554   6.40312433
  6.48074055  6.63324976  6.70820379  6.92820311  7.          7.07106781
  7.21110249  7.28010988  7.34846926  7.48331499  7.54983425  7.6157732
  7.81024981  7.8740077   8.          8.06225777  8.24621105  8.30662346
  8.36660004  8.48528099  8.54400349  8.77496433  8.94427204  9.
  9.1651516   9.21954441  9.2736187  10.04987526 10.19803905 10.34407997
 11.3578167  13.74772739 20.63976669]","[2.304e+03 1.821e+03 1.248e+03 9.250e+02 8.090e+02 7.680e+02 6.940e+02
 5.410e+02 5.280e+02 5.200e+02 4.380e+02 4.200e+02 3.300e+02 3.090e+02
 3.030e+02 2.550e+02 2.370e+02 2.290e+02 2.280e+02 1.770e+02 1.730e+02
 1.660e+02 1.610e+02 1.540e+02 1.530e+02 1.390e+02 1.340e+02 1.290e+02
 1.000e+02 9.100e+01 9.000e+01 8.000e+01 7.100e+01 6.900e+01 6.500e+01
 6.100e+01 5.500e+01 4.600e+01 4.200e+01 3.800e+01 3.500e+01 3.100e+01
 2.900e+01 2.800e+01 2.700e+01 2.600e+01 2.100e+01 1.800e+01 1.700e+01
 1.500e+01 1.400e+01 1.300e+01 1.200e+01 1.100e+01 1.000e+01 8.000e+00
 7.000e+00 6.000e+00 5.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
2,1720,"[0.         2.         2.23606801 2.82842708 3.         3.1622777
 3.46410155 3.60555124 3.7416575  4.         4.12310553 4.2426405
 4.47213602 4.5825758  4.69041586 4.89897966 5.         5.09901953
 5.38516474 5.47722578 5.65685415 5.74456263 5.83095169 5.91608
 6.         6.08276272 6.16441393 6.3245554  6.48074055 6.63324976
 6.70820379 7.         7.07106781 7.21110249 7.28010988 8.24621105
 8.77496433]","[2.304e+03 1.800e+03 1.184e+03 7.610e+02 6.220e+02 5.690e+02 4.710e+02
 3.060e+02 2.970e+02 2.800e+02 2.130e+02 2.010e+02 1.300e+02 1.110e+02
 1.060e+02 9.200e+01 8.000e+01 7.500e+01 4.000e+01 3.800e+01 3.500e+01
 2.900e+01 2.700e+01 2.600e+01 2.300e+01 2.200e+01 1.900e+01 1.000e+01
 9.000e+00 8.000e+00 7.000e+00 6.000e+00 5.000e+00 4.000e+00 3.000e+00
 2.000e+00 1.000e+00]"
3,6163,"[0.         2.         2.23606801 2.82842708 3.         3.1622777
 3.46410155 3.60555124 3.7416575  4.         4.12310553 4.2426405
 4.35889912 4.47213602 4.5825758  4.69041586 4.89897966 5.
 5.09901953 5.38516474 6.         6.3245554  6.40312433 6.70820379
 6.92820311 7.28010988 7.54983425]","[2.304e+03 1.449e+03 7.680e+02 4.150e+02 3.040e+02 2.590e+02 2.050e+02
 1.110e+02 1.010e+02 9.900e+01 6.700e+01 6.000e+01 5.900e+01 3.400e+01
 3.300e+01 2.800e+01 1.800e+01 1.600e+01 1.500e+01 9.000e+00 7.000e+00
 6.000e+00 5.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
4,7617,"[0.         2.         2.23606801 2.82842708 3.         3.1622777
 3.46410155 3.60555124 3.7416575  4.         4.12310553 4.2426405
 4.35889912 4.47213602 4.5825758  4.69041586 4.89897966 5.
 5.09901953 5.38516474 5.47722578 5.74456263 5.83095169 5.91608
 6.         6.08276272 6.16441393 6.3245554  6.40312433 6.70820379
 7.07106781 7.48331499 8.54400349]","[2.304e+03 1.562e+03 8.120e+02 4.850e+02 3.740e+02 3.300e+02 2.760e+02
 1.680e+02 1.600e+02 1.540e+02 1.100e+02 1.000e+02 9.900e+01 6.300e+01
 5.800e+01 5.600e+01 4.400e+01 3.700e+01 3.500e+01 2.200e+01 2.100e+01
 1.700e+01 1.400e+01 1.300e+01 1.200e+01 1.100e+01 1.000e+01 8.000e+00
 7.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
5,10758,"[0.         2.         2.23606801 2.82842708 3.         3.1622777
 3.46410155 3.60555124 3.7416575  4.         4.12310553 4.2426405
 4.35889912 4.47213602 4.5825758  4.69041586 4.89897966 5.
 5.09901953 5.38516474 5.74456263 5.83095169 6.         6.08276272
 6.16441393 6.40312433 6.63324976 6.70820379]","[2.304e+03 1.599e+03 9.650e+02 6.010e+02 4.680e+02 4.270e+02 3.430e+02
 1.950e+02 1.900e+02 1.870e+02 1.330e+02 1.200e+02 1.190e+02 6.100e+01
 5.200e+01 4.900e+01 3.600e+01 3.100e+01 3.000e+01 1.400e+01 1.100e+01
 1.000e+01 7.000e+00 6.000e+00 5.000e+00 4.000e+00 2.000e+00 1.000e+00]"
6,13152,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.35889912  4.47213602  4.5825758   4.69041586  4.89897966  5.
  5.09901953  5.19615221  5.38516474  5.47722578  5.65685415  5.74456263
  5.83095169  6.          6.08276272  6.16441393  6.3245554   6.40312433
  6.48074055  6.63324976  6.70820379  7.          7.21110249  7.28010988
  7.48331499  7.54983425  7.6157732   7.81024981  8.06225777  8.24621105
  8.30662346  8.36660004  8.48528099  8.94427204  9.21954441  9.48683262
  9.69536018 10.39230442 12.16552544 15.26433754 16.03121948 17.11724281
 25.78759384]","[2.304e+03 1.863e+03 1.335e+03 9.150e+02 7.690e+02 7.120e+02 6.320e+02
 4.670e+02 4.550e+02 4.470e+02 3.680e+02 3.550e+02 3.540e+02 2.610e+02
 2.370e+02 2.240e+02 1.940e+02 1.790e+02 1.780e+02 1.770e+02 1.120e+02
 1.080e+02 1.010e+02 8.100e+01 7.800e+01 6.800e+01 6.600e+01 6.300e+01
 5.200e+01 4.600e+01 4.500e+01 4.300e+01 3.800e+01 3.500e+01 3.300e+01
 2.800e+01 2.400e+01 2.300e+01 2.100e+01 1.800e+01 1.700e+01 1.500e+01
 1.400e+01 1.300e+01 1.200e+01 1.100e+01 1.000e+01 9.000e+00 8.000e+00
 7.000e+00 5.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
7,18754,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.35889912  4.47213602  4.5825758   4.69041586  4.89897966  5.
  5.09901953  5.38516474  5.65685415  5.74456263  5.83095169  6.
  6.08276272  6.16441393  6.3245554   6.40312433  6.70820379  7.
  7.07106781  7.28010988  7.54983425  7.81024981  8.          8.54400349
  9.21954441  9.43398094 10.77032948 12.16552544]","[2.304e+03 1.830e+03 1.154e+03 6.810e+02 5.350e+02 4.840e+02 4.040e+02
 2.260e+02 2.070e+02 2.050e+02 1.530e+02 1.430e+02 1.420e+02 9.400e+01
 8.000e+01 7.600e+01 6.400e+01 6.000e+01 5.900e+01 4.200e+01 4.100e+01
 3.600e+01 3.500e+01 3.100e+01 3.000e+01 2.900e+01 2.200e+01 1.900e+01
 1.500e+01 1.300e+01 1.200e+01 9.000e+00 8.000e+00 7.000e+00 6.000e+00
 5.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
8,25005,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169  6.
  6.08276272  6.16441393  6.3245554   6.40312433  6.63324976  6.70820379
  6.78233004  7.          7.07106781  7.28010988  7.34846926  7.48331499
  7.8740077   8.06225777  8.24621105  8.30662346  8.48528099  8.54400349
  8.60232544  8.71779823  9.11043358  9.1651516   9.21954441  9.2736187
  9.79795933  9.84885788 10.         10.19803905 10.86278057 10.95445156
 11.18033981 11.3578167  11.40175438 12.16552544 13.30413437 15.13274574
 15.36229134 15.81138802]","[2.304e+03 1.950e+03 1.418e+03 9.610e+02 8.300e+02 7.580e+02 6.560e+02
 4.780e+02 4.610e+02 4.500e+02 3.580e+02 3.390e+02 2.270e+02 2.050e+02
 1.970e+02 1.620e+02 1.490e+02 1.470e+02 1.020e+02 9.900e+01 9.500e+01
 8.800e+01 8.600e+01 7.700e+01 7.500e+01 7.000e+01 6.300e+01 5.200e+01
 4.900e+01 4.600e+01 4.500e+01 4.300e+01 4.100e+01 3.900e+01 3.800e+01
 3.600e+01 3.500e+01 3.200e+01 3.000e+01 2.900e+01 2.800e+01 2.700e+01
 2.600e+01 2.500e+01 2.400e+01 2.200e+01 1.900e+01 1.800e+01 1.700e+01
 1.600e+01 1.500e+01 1.300e+01 1.200e+01 1.100e+01 9.000e+00 8.000e+00
 7.000e+00 5.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
9,22902,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.35889912  4.47213602  4.5825758   4.69041586  4.89897966  5.
  5.09901953  5.19615221  5.38516474  5.47722578  5.65685415  5.74456263
  5.83095169  5.91608     6.          6.08276272  6.16441393  6.3245554
  6.40312433  6.63324976  6.70820379  7.          7.07106781  7.14142847
  7.28010988  7.34846926  7.54983425  7.6157732   7.8740077   8.06225777
  8.1240387   8.24621105  8.30662346  8.36660004  8.54400349  8.77496433
  8.94427204  9.05538559  9.21954441  9.43398094  9.69536018 10.19803905
 10.29563046 11.3578167  12.32882786 12.44989967]","[2.304e+03 1.929e+03 1.425e+03 9.980e+02 8.510e+02 8.110e+02 7.080e+02
 5.210e+02 5.000e+02 4.870e+02 3.900e+02 3.750e+02 3.730e+02 2.750e+02
 2.500e+02 2.370e+02 1.970e+02 1.820e+02 1.780e+02 1.770e+02 1.270e+02
 1.220e+02 1.150e+02 1.020e+02 9.700e+01 9.600e+01 7.900e+01 7.700e+01
 6.900e+01 5.600e+01 4.800e+01 4.500e+01 3.700e+01 3.400e+01 3.300e+01
 3.200e+01 2.800e+01 2.600e+01 2.500e+01 2.400e+01 2.300e+01 2.200e+01
 2.100e+01 1.800e+01 1.600e+01 1.500e+01 1.400e+01 1.300e+01 1.100e+01
 1.000e+01 9.000e+00 8.000e+00 7.000e+00 5.000e+00 4.000e+00 3.000e+00
 2.000e+00 1.000e+00]"
