,old index,content 1,content 2
0,15350,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.35889912  4.47213602  4.5825758   4.69041586  4.89897966  5.
  5.09901953  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169
  6.          6.08276272  6.16441393  6.3245554   6.40312433  6.70820379
  6.92820311  7.          7.07106781  7.28010988  7.34846926  7.48331499
  7.54983425  7.6157732   8.06225777  8.24621105  8.30662346  9.
  9.21954441  9.38083172  9.48683262  9.53939247  9.69536018 10.04987526
 10.19803905 10.44030666 11.22497177 12.         12.40967369 12.68857765
 12.80624866]","[2.304e+03 1.705e+03 1.205e+03 7.730e+02 6.340e+02 5.860e+02 4.840e+02
 3.190e+02 3.040e+02 3.010e+02 2.530e+02 2.410e+02 2.390e+02 1.610e+02
 1.490e+02 1.440e+02 1.230e+02 1.150e+02 1.130e+02 8.600e+01 8.400e+01
 8.200e+01 7.000e+01 6.600e+01 6.100e+01 6.000e+01 5.400e+01 4.300e+01
 4.100e+01 3.600e+01 3.500e+01 3.200e+01 3.000e+01 2.700e+01 2.600e+01
 2.400e+01 2.200e+01 2.100e+01 2.000e+01 1.800e+01 1.700e+01 1.600e+01
 1.400e+01 1.300e+01 1.100e+01 1.000e+01 9.000e+00 8.000e+00 7.000e+00
 6.000e+00 5.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
1,1279,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.65685415  5.74456263  5.83095169  6.          6.16441393
  6.3245554   6.40312433  6.63324976  6.70820379  7.          7.07106781
  7.21110249  7.28010988  7.48331499  7.54983425  7.81024981  7.8740077
  8.06225777  8.24621105  8.30662346  8.71779823  9.1651516  10.19803905
 11.57583714 13.74772739 14.14213562]","[2.304e+03 1.264e+03 5.710e+02 3.620e+02 2.800e+02 2.620e+02 2.250e+02
 1.630e+02 1.590e+02 1.520e+02 1.330e+02 1.300e+02 1.020e+02 1.000e+02
 9.800e+01 8.900e+01 8.000e+01 7.700e+01 5.600e+01 5.500e+01 5.200e+01
 5.000e+01 4.700e+01 4.600e+01 4.100e+01 3.700e+01 3.400e+01 3.000e+01
 2.600e+01 2.500e+01 2.300e+01 2.000e+01 1.800e+01 1.500e+01 1.400e+01
 1.200e+01 1.100e+01 9.000e+00 8.000e+00 6.000e+00 5.000e+00 4.000e+00
 3.000e+00 2.000e+00 1.000e+00]"
2,10051,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.65685415  5.74456263  6.          6.16441393  6.40312433
  6.63324976  6.92820311  8.24621105  8.71779823  9.21954441 10.19803905
 11.         11.87434196]","[2.304e+03 1.770e+03 1.024e+03 5.270e+02 3.920e+02 3.340e+02 2.840e+02
 1.530e+02 1.500e+02 1.440e+02 1.000e+02 9.000e+01 4.800e+01 4.400e+01
 4.100e+01 3.000e+01 2.700e+01 2.600e+01 1.700e+01 1.500e+01 1.400e+01
 1.100e+01 1.000e+01 9.000e+00 8.000e+00 7.000e+00 6.000e+00 5.000e+00
 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
3,1256,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.35889912  4.47213602  4.5825758   4.69041586  4.89897966  5.
  5.09901953  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169
  6.          6.08276272  6.3245554   6.40312433  6.70820379  7.
  7.07106781  7.21110249  7.28010988  7.34846926  7.48331499  7.54983425
  8.06225777  8.24621105  8.30662346  8.48528099  8.94427204  9.1651516
  9.89949512 10.19803905 10.77032948 11.18033981 13.15294647]","[2.304e+03 1.830e+03 1.375e+03 9.620e+02 8.310e+02 7.820e+02 6.880e+02
 4.850e+02 4.690e+02 4.490e+02 3.570e+02 3.440e+02 3.430e+02 2.430e+02
 2.190e+02 2.110e+02 1.680e+02 1.380e+02 1.330e+02 8.300e+01 8.100e+01
 7.600e+01 6.000e+01 5.400e+01 4.600e+01 4.400e+01 3.600e+01 2.800e+01
 2.600e+01 2.300e+01 2.200e+01 2.100e+01 1.600e+01 1.500e+01 1.400e+01
 1.300e+01 1.200e+01 1.000e+01 9.000e+00 8.000e+00 7.000e+00 6.000e+00
 5.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
4,18063,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169  5.91608
  6.          6.08276272  6.16441393  6.3245554   6.40312433  6.63324976
  6.70820379  7.          7.07106781  7.14142847  7.21110249  7.28010988
  7.34846926  7.48331499  7.54983425  7.6157732   7.81024981  7.8740077
  8.06225777  8.1240387   8.24621105  9.          9.43398094 11.91637516
 12.52996445 14.96662998]","[2.304e+03 1.967e+03 1.419e+03 9.680e+02 8.570e+02 8.000e+02 7.110e+02
 5.130e+02 5.000e+02 4.810e+02 3.880e+02 3.710e+02 2.760e+02 2.560e+02
 2.470e+02 2.030e+02 1.910e+02 1.830e+02 1.310e+02 1.250e+02 1.200e+02
 1.040e+02 9.300e+01 9.200e+01 7.900e+01 7.600e+01 7.300e+01 5.400e+01
 4.900e+01 4.100e+01 3.400e+01 3.000e+01 2.800e+01 2.700e+01 2.600e+01
 2.200e+01 2.000e+01 1.800e+01 1.600e+01 1.500e+01 1.300e+01 1.200e+01
 1.100e+01 1.000e+01 7.000e+00 5.000e+00 4.000e+00 3.000e+00 2.000e+00
 1.000e+00]"
5,25545,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.74456263  6.          6.3245554   6.40312433  6.63324976
  7.21110249  7.28010988  9.48683262 14.14213562]","[2.304e+03 1.830e+03 1.051e+03 5.840e+02 4.800e+02 4.140e+02 3.320e+02
 1.840e+02 1.770e+02 1.760e+02 1.210e+02 1.120e+02 7.200e+01 5.900e+01
 5.600e+01 4.100e+01 3.200e+01 3.100e+01 1.400e+01 1.200e+01 1.000e+01
 9.000e+00 7.000e+00 6.000e+00 5.000e+00 3.000e+00 2.000e+00 1.000e+00]"
6,6499,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.19615221  5.38516474  5.47722578  5.65685415  5.74456263  6.
  6.08276272  6.16441393  6.3245554   6.40312433  6.48074055  6.63324976
  6.70820379  7.          7.07106781  7.21110249  7.28010988  7.34846926
  7.48331499  7.54983425  7.81024981  7.8740077   8.06225777  8.1240387
  8.24621105  8.30662346  8.48528099  8.60232544  8.77496433  9.1651516
  9.21954441  9.43398094  9.48683262  9.79795933  9.94987392 11.3578167
 11.44552326]","[2.304e+03 1.784e+03 1.168e+03 8.010e+02 6.680e+02 6.280e+02 5.530e+02
 4.130e+02 3.960e+02 3.870e+02 3.290e+02 3.180e+02 2.430e+02 2.320e+02
 2.260e+02 2.000e+02 1.800e+02 1.780e+02 1.760e+02 1.480e+02 1.460e+02
 1.420e+02 1.340e+02 1.240e+02 1.210e+02 1.150e+02 1.000e+02 8.600e+01
 8.500e+01 7.900e+01 7.000e+01 6.400e+01 6.300e+01 5.600e+01 4.100e+01
 4.000e+01 3.600e+01 3.200e+01 3.100e+01 3.000e+01 2.700e+01 2.500e+01
 2.100e+01 2.000e+01 1.500e+01 1.400e+01 1.300e+01 1.000e+01 7.000e+00
 6.000e+00 5.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
7,15401,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.19615221  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169
  5.91608     6.          6.08276272  6.16441393  6.3245554   6.40312433
  6.55743837  6.63324976  6.70820379  6.92820311  7.          7.07106781
  7.21110249  7.28010988  7.48331499  7.54983425  7.6157732   7.81024981
  7.8740077   8.06225777  8.24621105  8.30662346  8.60232544  8.83176041
  9.          9.1651516   9.21954441  9.43398094  9.48683262  9.64365101
 10.09950447 10.19803905 10.95445156 11.         11.18033981 11.3578167
 11.48912525 12.08304596 12.80624866 14.         14.14213562 16.15549469]","[2.304e+03 1.869e+03 1.309e+03 8.870e+02 7.510e+02 6.930e+02 6.030e+02
 4.340e+02 4.200e+02 4.090e+02 3.240e+02 3.130e+02 2.300e+02 2.200e+02
 2.170e+02 1.940e+02 1.770e+02 1.730e+02 1.720e+02 1.370e+02 1.350e+02
 1.310e+02 1.260e+02 1.190e+02 1.170e+02 1.110e+02 1.080e+02 1.050e+02
 8.600e+01 7.800e+01 7.700e+01 7.400e+01 6.400e+01 6.100e+01 5.700e+01
 5.200e+01 5.100e+01 4.800e+01 4.500e+01 4.100e+01 4.000e+01 3.800e+01
 3.700e+01 3.300e+01 3.000e+01 2.900e+01 2.500e+01 2.400e+01 2.300e+01
 2.100e+01 2.000e+01 1.800e+01 1.700e+01 1.600e+01 1.500e+01 1.300e+01
 1.100e+01 1.000e+01 8.000e+00 7.000e+00 6.000e+00 5.000e+00 4.000e+00
 3.000e+00 2.000e+00 1.000e+00]"
8,4124,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.35889912  4.47213602  4.5825758   4.69041586  4.89897966  5.
  5.09901953  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169
  5.91608     6.          6.16441393  6.3245554   6.40312433  6.48074055
  6.63324976  6.70820379  6.92820311  7.          7.28010988  7.34846926
  7.48331499  7.54983425  7.8740077   8.          8.06225777  8.1240387
  8.24621105  8.30662346  8.48528099  8.54400349  8.77496433  9.
  9.1651516   9.43398094  9.48683262  9.84885788 10.95445156 13.30413437
 13.74772739]","[2.304e+03 1.469e+03 8.770e+02 5.670e+02 4.550e+02 4.290e+02 3.800e+02
 2.920e+02 2.850e+02 2.730e+02 2.180e+02 2.140e+02 2.130e+02 1.650e+02
 1.520e+02 1.440e+02 1.160e+02 1.030e+02 1.000e+02 8.300e+01 8.100e+01
 7.900e+01 7.100e+01 6.900e+01 6.800e+01 6.300e+01 6.000e+01 4.900e+01
 4.500e+01 4.400e+01 4.200e+01 3.800e+01 3.700e+01 3.600e+01 3.400e+01
 3.000e+01 2.900e+01 2.700e+01 2.600e+01 2.500e+01 2.200e+01 2.100e+01
 1.600e+01 1.500e+01 1.300e+01 1.200e+01 1.000e+01 8.000e+00 7.000e+00
 6.000e+00 5.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
9,16132,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169  5.91608
  6.          6.08276272  6.16441393  6.3245554   6.40312433  6.48074055
  6.63324976  6.70820379  6.78233004  7.          7.07106781  7.21110249
  7.28010988  7.48331499  7.54983425  7.6157732   7.81024981  7.8740077
  8.06225777  8.24621105  8.30662346  8.48528099  8.54400349  8.71779823
  8.83176041  9.          9.1651516   9.21954441  9.43398094  9.48683262
  9.84885788 10.04987526 10.77032948]","[2.304e+03 1.683e+03 1.174e+03 9.000e+02 8.030e+02 7.800e+02 7.190e+02
 5.680e+02 5.590e+02 5.500e+02 4.850e+02 4.730e+02 3.790e+02 3.590e+02
 3.480e+02 2.950e+02 2.670e+02 2.610e+02 1.910e+02 1.880e+02 1.840e+02
 1.730e+02 1.620e+02 1.610e+02 1.330e+02 1.270e+02 1.240e+02 1.010e+02
 8.000e+01 7.900e+01 7.100e+01 6.400e+01 6.300e+01 5.800e+01 5.700e+01
 5.000e+01 3.900e+01 3.400e+01 3.200e+01 3.000e+01 2.800e+01 2.500e+01
 2.400e+01 2.300e+01 2.100e+01 1.400e+01 1.300e+01 1.200e+01 1.100e+01
 1.000e+01 9.000e+00 8.000e+00 6.000e+00 5.000e+00 3.000e+00 2.000e+00
 1.000e+00]"
