,old index,content 1,content 2
0,27185,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169  6.
  6.08276272  6.16441393  6.3245554   6.40312433  6.63324976  6.70820379
  6.92820311  7.          7.07106781  7.21110249  7.28010988  7.34846926
  7.48331499  7.54983425  7.68114567  7.81024981  7.8740077   8.06225777
  8.1240387   8.24621105  8.30662346  8.48528099  8.54400349  8.60232544
  8.71779823  8.77496433  8.94427204  9.          9.1651516   9.43398094
  9.48683262 10.04987526 10.19803905 10.39230442 10.44030666 10.48808861
 10.81665421]","[2.304e+03 1.569e+03 1.099e+03 7.820e+02 6.630e+02 6.190e+02 5.330e+02
 4.120e+02 4.030e+02 3.980e+02 3.410e+02 3.270e+02 2.730e+02 2.560e+02
 2.460e+02 2.160e+02 2.090e+02 2.060e+02 1.570e+02 1.560e+02 1.500e+02
 1.340e+02 1.310e+02 1.200e+02 1.160e+02 1.120e+02 9.400e+01 8.800e+01
 7.900e+01 7.100e+01 6.900e+01 6.700e+01 6.400e+01 5.900e+01 5.100e+01
 5.000e+01 4.500e+01 4.200e+01 4.000e+01 3.800e+01 3.500e+01 3.200e+01
 3.100e+01 2.600e+01 2.500e+01 2.400e+01 2.300e+01 2.200e+01 2.000e+01
 1.600e+01 1.500e+01 1.300e+01 1.200e+01 1.100e+01 9.000e+00 7.000e+00
 5.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
1,19069,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169  6.
  6.08276272  6.16441393  6.3245554   6.40312433  6.63324976  6.70820379
  6.92820311  7.07106781  7.21110249  7.28010988  7.34846926  7.48331499
  7.81024981  7.8740077   8.24621105  8.30662346  8.48528099  8.60232544
  8.71779823  8.77496433  8.94427204  9.11043358  9.21954441  9.64365101
 10.19803905 12.16552544 15.29705811]","[2.304e+03 1.960e+03 1.394e+03 9.540e+02 8.550e+02 8.090e+02 7.180e+02
 5.260e+02 5.100e+02 4.980e+02 4.090e+02 3.850e+02 2.500e+02 2.300e+02
 2.110e+02 1.750e+02 1.530e+02 1.480e+02 1.020e+02 1.000e+02 9.600e+01
 8.600e+01 7.800e+01 6.600e+01 6.500e+01 6.300e+01 5.100e+01 4.700e+01
 4.300e+01 3.700e+01 3.600e+01 3.200e+01 3.000e+01 2.600e+01 2.300e+01
 2.200e+01 2.100e+01 1.900e+01 1.700e+01 1.600e+01 1.400e+01 1.200e+01
 1.100e+01 9.000e+00 8.000e+00 7.000e+00 5.000e+00 4.000e+00 3.000e+00
 2.000e+00 1.000e+00]"
2,26658,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.19615221  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169
  5.91608     6.          6.08276272  6.16441393  6.3245554   6.40312433
  6.63324976  6.70820379  6.92820311  7.          7.07106781  7.14142847
  7.21110249  7.28010988  7.34846926  7.48331499  7.6157732   7.81024981
  7.8740077   8.          8.24621105  8.30662346  8.36660004  8.48528099
  8.54400349  8.60232544  8.77496433  8.83176041  8.94427204  9.
  9.05538559  9.1651516   9.21954441  9.43398094  9.48683262  9.84885788
  9.94987392 10.09950447 10.19803905 10.29563046 10.63014603 10.81665421
 11.         11.18033981 12.08304596 12.32882786 12.56980515 17.11724281
 17.54992867 27.14774323]","[2.304e+03 1.736e+03 1.203e+03 8.380e+02 7.080e+02 6.690e+02 5.890e+02
 4.510e+02 4.450e+02 4.390e+02 3.610e+02 3.540e+02 2.750e+02 2.530e+02
 2.460e+02 2.160e+02 2.010e+02 1.980e+02 1.970e+02 1.570e+02 1.540e+02
 1.470e+02 1.350e+02 1.320e+02 1.310e+02 1.200e+02 1.190e+02 1.130e+02
 9.500e+01 8.700e+01 8.400e+01 7.700e+01 7.600e+01 6.700e+01 6.500e+01
 6.400e+01 6.200e+01 5.600e+01 5.500e+01 5.100e+01 5.000e+01 4.900e+01
 4.700e+01 4.600e+01 4.300e+01 4.200e+01 4.100e+01 3.700e+01 3.600e+01
 3.400e+01 3.300e+01 3.200e+01 3.100e+01 3.000e+01 2.900e+01 2.500e+01
 2.300e+01 2.200e+01 2.100e+01 2.000e+01 1.800e+01 1.700e+01 1.300e+01
 1.200e+01 1.000e+01 9.000e+00 8.000e+00 7.000e+00 6.000e+00 5.000e+00
 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
3,5107,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.19615221  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169
  6.          6.08276272  6.16441393  6.3245554   6.40312433  6.48074055
  6.63324976  6.70820379  7.          7.07106781  7.28010988  7.54983425
  7.8740077   8.06225777  8.1240387   8.24621105  8.77496433  9.1651516
  9.43398094 10.77032948 11.18033981]","[2.304e+03 1.931e+03 1.453e+03 1.047e+03 9.030e+02 8.480e+02 7.640e+02
 5.500e+02 5.260e+02 5.120e+02 3.870e+02 3.720e+02 2.430e+02 2.210e+02
 2.070e+02 1.770e+02 1.440e+02 1.370e+02 1.360e+02 8.400e+01 8.300e+01
 7.700e+01 6.300e+01 5.700e+01 4.900e+01 4.800e+01 4.200e+01 3.300e+01
 3.000e+01 2.900e+01 2.500e+01 1.900e+01 1.700e+01 1.600e+01 1.400e+01
 1.100e+01 1.000e+01 9.000e+00 7.000e+00 6.000e+00 5.000e+00 4.000e+00
 3.000e+00 2.000e+00 1.000e+00]"
4,6574,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.65685415  5.74456263  5.83095169  6.          6.08276272
  6.16441393  6.3245554   6.40312433  6.55743837  6.63324976  6.70820379
  7.          7.07106781  7.28010988  7.34846926  7.48331499  7.54983425
  7.6157732   7.81024981  7.8740077   8.          8.24621105  8.30662346
  8.48528099  8.54400349  8.77496433 10.19803905 11.18033981 12.16552544]","[2.304e+03 1.565e+03 9.810e+02 6.870e+02 5.430e+02 4.980e+02 4.310e+02
 3.070e+02 2.950e+02 2.900e+02 2.340e+02 2.230e+02 1.790e+02 1.680e+02
 1.630e+02 1.440e+02 1.290e+02 1.260e+02 9.500e+01 8.800e+01 7.100e+01
 6.500e+01 6.300e+01 6.000e+01 5.700e+01 4.900e+01 4.400e+01 4.300e+01
 4.100e+01 3.600e+01 3.400e+01 3.300e+01 2.400e+01 2.300e+01 2.100e+01
 1.900e+01 1.800e+01 1.700e+01 1.600e+01 1.500e+01 1.100e+01 1.000e+01
 8.000e+00 7.000e+00 5.000e+00 3.000e+00 2.000e+00 1.000e+00]"
5,7252,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.12310553  4.2426405   4.47213602
  4.5825758   4.69041586  4.89897966  5.          5.38516474  5.47722578
  5.65685415  5.74456263  6.3245554   6.40312433  6.63324976  6.70820379
  7.          7.07106781  7.21110249  7.28010988  8.54400349  9.21954441
 11.57583714 12.16552544 14.45683193]","[2.304e+03 1.828e+03 1.084e+03 5.430e+02 4.060e+02 3.460e+02 2.720e+02
 1.150e+02 1.070e+02 8.200e+01 7.300e+01 5.100e+01 4.700e+01 4.500e+01
 3.200e+01 3.000e+01 1.900e+01 1.800e+01 1.700e+01 1.600e+01 1.300e+01
 1.200e+01 1.100e+01 1.000e+01 9.000e+00 8.000e+00 7.000e+00 6.000e+00
 5.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
6,7053,"[0.         2.         2.23606801 2.82842708 3.         3.1622777
 3.46410155 3.60555124 3.7416575  4.         4.12310553 4.2426405
 4.47213602 4.5825758  4.69041586 5.         5.09901953 5.38516474
 5.74456263 6.63324976 7.34846926 7.54983425]","[2.304e+03 1.473e+03 6.740e+02 3.640e+02 2.490e+02 2.160e+02 1.640e+02
 8.700e+01 8.400e+01 8.000e+01 4.600e+01 4.200e+01 1.100e+01 9.000e+00
 8.000e+00 7.000e+00 6.000e+00 5.000e+00 4.000e+00 3.000e+00 2.000e+00
 1.000e+00]"
7,4647,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169  6.
  6.08276272  6.16441393  6.3245554   6.40312433  6.55743837  6.63324976
  6.70820379  7.          7.07106781  7.21110249  7.28010988  7.48331499
  7.54983425  7.6157732   7.8740077   8.30662346  8.77496433  8.83176041
  9.          9.1651516   9.21954441  9.43398094  9.64365101 10.04987526
 10.29563046 10.95445156 12.04159451]","[2.304e+03 1.781e+03 1.195e+03 8.010e+02 6.940e+02 6.320e+02 5.710e+02
 3.930e+02 3.850e+02 3.780e+02 3.080e+02 2.950e+02 2.050e+02 1.920e+02
 1.880e+02 1.510e+02 1.350e+02 1.310e+02 9.200e+01 8.900e+01 8.800e+01
 7.800e+01 7.300e+01 6.300e+01 6.200e+01 5.700e+01 4.500e+01 4.100e+01
 4.000e+01 3.500e+01 3.100e+01 2.900e+01 2.700e+01 2.600e+01 2.000e+01
 1.900e+01 1.800e+01 1.700e+01 1.400e+01 1.300e+01 1.200e+01 1.100e+01
 1.000e+01 9.000e+00 8.000e+00 7.000e+00 6.000e+00 5.000e+00 3.000e+00
 2.000e+00 1.000e+00]"
8,3317,"[0.         2.         2.23606801 2.82842708 3.         3.1622777
 3.46410155 3.60555124 3.7416575  4.         4.12310553 4.2426405
 4.47213602 4.5825758  4.69041586 4.89897966 5.         5.09901953
 5.38516474 5.47722578 5.65685415 5.74456263 5.83095169 6.
 6.08276272 6.16441393 6.3245554  6.40312433 6.48074055 6.63324976
 6.70820379 7.         7.21110249 7.28010988 7.54983425 8.06225777
 8.24621105 9.1651516  9.21954441]","[2.304e+03 1.720e+03 1.013e+03 6.330e+02 5.150e+02 4.690e+02 4.070e+02
 2.740e+02 2.650e+02 2.570e+02 2.000e+02 1.900e+02 1.250e+02 1.130e+02
 1.100e+02 7.900e+01 6.700e+01 6.400e+01 5.000e+01 4.600e+01 4.400e+01
 4.000e+01 3.900e+01 3.700e+01 3.600e+01 3.100e+01 2.200e+01 1.800e+01
 1.700e+01 1.300e+01 1.100e+01 1.000e+01 8.000e+00 7.000e+00 6.000e+00
 5.000e+00 4.000e+00 3.000e+00 1.000e+00]"
9,11284,"[ 0.          2.          2.23606801  2.82842708  3.          3.1622777
  3.46410155  3.60555124  3.7416575   4.          4.12310553  4.2426405
  4.47213602  4.5825758   4.69041586  4.89897966  5.          5.09901953
  5.38516474  5.47722578  5.65685415  5.74456263  5.83095169  6.
  6.08276272  6.16441393  6.3245554   6.40312433  6.48074055  6.55743837
  6.63324976  6.70820379  7.21110249  7.28010988  7.54983425  7.6157732
  7.8740077   8.06225777  8.77496433  9.21954441  9.48683262 10.81665421]","[2.304e+03 2.047e+03 1.539e+03 1.061e+03 9.200e+02 8.580e+02 7.520e+02
 4.930e+02 4.750e+02 4.580e+02 3.490e+02 3.340e+02 2.200e+02 1.970e+02
 1.860e+02 1.470e+02 1.260e+02 1.200e+02 6.700e+01 6.500e+01 6.100e+01
 5.100e+01 5.000e+01 4.800e+01 4.700e+01 4.100e+01 2.800e+01 2.400e+01
 2.300e+01 2.200e+01 2.000e+01 1.400e+01 1.200e+01 1.000e+01 9.000e+00
 8.000e+00 7.000e+00 6.000e+00 4.000e+00 3.000e+00 2.000e+00 1.000e+00]"
